ooh_site_code,state,area,city,location,facing,media,type,L_R,T_B,qty,fascia,sq_ft,vendor,vendor_code,location_facing,is_active
NEWRP001,"Assam","Dibrugarh","Mohanbari","Mohanbari Airport rd","Airport","Wall Wrap","NL",16,10,1,"1",160,"Ujjal Enterprise",BRV099,"Mohanbari Airport rd (Airport)",Y
NEWRP002,"Assam","Dibrugarh","Tengakhat","Tengakhat","Duliajan","Wall Wrap","NL",18,27,1,"1",486,"Ujjal Enterprise",BRV099,"Tengakhat (Duliajan)",Y
NEWRP003,"Assam","Dibrugarh","Moran","Moran Town","Sivsagar","Wall Wrap","NL",35,15,1,"1",525,"Yes Enterprise",BRV104,"Moran Town (Sivsagar)",Y
NEWRP004,"Assam","Dibrugarh","Khowang Town","Khowang Town","Sivsagar","Wall Wrap","NL",9,7,1,"1",63,"Yes Enterprise",BRV104,"Khowang Town (Sivsagar)",Y
NEWRP005,"Assam","Dibrugarh","Khowang Town","Khowang Town","Sivsagar","Wall Wrap","NL",20,7,1,"1",140,"Yes Enterprise",BRV104,"Khowang Town (Sivsagar)",Y
NEWRP006,"Assam","Dibrugarh","Khowang Town","Khowang Town","Dibrugarh","Wall Wrap","NL",20,10,1,"1",200,"Yes Enterprise",BRV104,"Khowang Town (Dibrugarh)",Y
NEWRP007,"Assam","Dibrugarh","Chabua","Chabua","Dibrugarh","Wall Wrap","NL",15,12,1,"1",180,"Yes Enterprise",BRV104,"Chabua (Dibrugarh)",N
NEWRP008,"Assam","Dibrugarh","Dibrugarh Bypass","Dibrugarh Bypass","Dibrugarh","Wall Wrap","NL",60,20,1,"1",1200,"Yes Enterprise",BRV104,"Dibrugarh Bypass (Dibrugarh)",Y
NEWRP009,"Assam","Dibrugarh","Gemon","Gemon","Sivsagar","Wall Wrap","NL",12,14,1,"1",168,"Yes Enterprise",BRV104,"Gemon (Sivsagar)",N
NEWRP010,"Assam","Dibrugarh","Dibrugarh Town","Dibrugarh Town","Bypass","Wall Wrap","NL",20,10,1,"1",200,"Yes Enterprise",BRV104,"Dibrugarh Town (Bypass)",Y
NEWRP011,"Assam","Dibrugarh","Duliajan","Duliajan Daily Market","Station","Wall Wrap","NL",30,15,1,"1",450,"Yes Enterprise",BRV104,"Duliajan Daily Market (Station)",N
NEWRP012,"Assam","Dibrugarh","Duliajan","Duliajan Daily Market","Oil Market","Wall Wrap","NL",30,9,1,"1",270,"Yes Enterprise",BRV104,"Duliajan Daily Market (Oil Market)",N
NEWRP013,"Assam","Dibrugarh","Duliajan","Duliajan Naharkatia rd","Oil Market","Wall Wrap","NL",12,8,1,"1",96,"Yes Enterprise",BRV104,"Duliajan Naharkatia rd (Oil Market)",N
NEWRP014,"Assam","Sivasgar","Gourisagar","Gourisagar","Jorhat","Wall Wrap","NL",20,10,1,"1",200,"Yes Enterprise",BRV104,"Gourisagar (Jorhat)",Y
NEWRP015,"Assam","Sivasgar","Nazira","Nazira","Sivsagar","Wall Wrap","NL",22,7,1,"1",154,"Yes Enterprise",BRV104,"Nazira (Sivsagar)",Y
NEWRP016,"Assam","Sivasgar","Sivasgar","Sunpora","Sivsagar","Wall Wrap","NL",29,9,1,"1",261,"Yes Enterprise",BRV104,"Sunpora (Sivsagar)",Y
NEWRP017,"Assam","Sivasgar","Sivasgar","Sunpora","Sivsagar","Wall Wrap","NL",20,9,1,"1",180,"Yes Enterprise",BRV104,"Sunpora (Sivsagar)",Y
NEWRP018,"Assam","Tinsukia","Jagun","Jagun","Tinsukia","Wall Wrap","NL",25,8,1,"1",200,"Ujjal Enterprise",BRV099,"Jagun (Tinsukia)",Y
NEWRP019,"Assam","Tinsukia","Tinsukia","Tinsukia to Dibrugarh Bypass","Dibrugarh","Wall Wrap","NL",20,10,1,"1",200,"Ujjal Enterprise",BRV099,"Tinsukia to Dibrugarh Bypass (Dibrugarh)",Y
NEWRP020,"Assam","Tinsukia","Tinsukia","Tinsukia to Dibrugarh Bypass","Tinsukia","Wall Wrap","NL",20,15,1,"1",300,"Ujjal Enterprise",BRV099,"Tinsukia to Dibrugarh Bypass (Tinsukia)",Y
NEWRP021,"Assam","Tinsukia","Margherita","Margherita Town Entry","Tinsukia","Wall Wrap","NL",18,6,1,"1",108,"Ujjal Enterprise",BRV099,"Margherita Town Entry (Tinsukia)",Y
NEWRP022,"Assam","Tinsukia","Tinsukia","Ledu Town Entry","Tinsukia","Wall Wrap","NL",18,10,1,"1",180,"Ujjal Enterprise",BRV099,"Ledu Town Entry (Tinsukia)",Y
NEWRP023,"Assam","Tinsukia","Tinsukia","Rupai Town","Sadiya","Wall Wrap","NL",20,10,1,"1",200,"Ujjal Enterprise",BRV099,"Rupai Town (Sadiya)",Y
NEWRP024,"Assam","Tinsukia","Margherita","Margherita Town Entry","Tinsukia","Wall Wrap","NL",14,5,1,"1",70,"Ujjal Enterprise",BRV099,"Margherita Town Entry (Tinsukia)",Y
NEWRP025,"Assam","Tinsukia","Doomdoma","Doomdoma Town entry","Tinsukia","Wall Wrap","NL",10,10,1,"1",100,"Ujjal Enterprise",BRV099,"Doomdoma Town entry (Tinsukia)",Y
NEWRP026,"Assam","Tinsukia","Tinsukia Bypass rd","Tinsukia Bypass rd","Tinsukia","Wall Wrap","NL",60,20,1,"1",1200,"Yes Enterprise",BRV104,"Tinsukia Bypass rd (Tinsukia)",Y
NEWRP027,"Assam","Golaghat","Dergaon","Dergaon","Kaziranga","Wall Wrap","NL",17,15,1,"1",255,"KAZIRANGA DIGITAL PRINTERS",BRV078,"Dergaon (Kaziranga)",N
NEWRP028,"Assam","Golaghat","Golaghat","Golaghat Dos & Co","Rangajan","Wall Wrap","NL",20,10,1,"1",200,"KAZIRANGA DIGITAL PRINTERS",BRV078,"Golaghat Dos & Co (Rangajan)",Y
NEWRP029,"Assam","Golaghat","Bokakhat","Bokakhat","Kaziranga","Wall Wrap","NL",30,15,1,"1",450,"KAZIRANGA DIGITAL PRINTERS",BRV078,"Bokakhat (Kaziranga)",Y
NEWRP030,"Assam","Golaghat","Bongaon","Bongaon AT Road","Jorhat","Wall Wrap","NL",25,20,1,"1",500,"KAZIRANGA DIGITAL PRINTERS",BRV078,"Bongaon AT Road (Jorhat)",N
NEWRP031,"Assam","Jorhat","Jorhat","PWD Point","Mariani","Wall Wrap","NL",14,20,1,"1",280,"KAZIRANGA DIGITAL PRINTERS",BRV078,"PWD Point (Mariani)",Y
NEWRP032,"Assam","Jorhat","Jorhat","Ajanta Bypass","Guwahati","Wall Wrap","NL",30,10,1,"2",600,"US Agency",BRV101,"Ajanta Bypass (Guwahati)",Y
NEWRP033,"Assam","Tezpur","Tezpur","BP Tiniali","Mission Chariali","Wall Wrap","NL",30,15,1,"1",450,"Yes Enterprise",BRV104,"BP Tiniali (Mission Chariali)",N
NEWRP034,"Assam","Tezpur","Tezpur","Dioguri","Tezpur Medical","Wall Wrap","NL",33,10,1,"1",330,"Yes Enterprise",BRV104,"Dioguri (Tezpur Medical)",N
NEWRP035,"Assam","Lakhimpur","Dholpur","Dholpur","Biswanath","Wall Wrap","NL",100,20,1,"1",2000,"Yes Enterprise",BRV104,"Dholpur (Biswanath)",Y
NEWRP036,"Assam","Nagaon","Hojai","Hojai Station Road","Station","Wall Wrap","NL",12,25,1,"1",300,"Yes Enterprise",BRV104,"Hojai Station Road (Station)",Y
NEWRP037,"Assam","Nagaon","Lanka","Lanka Nr Station","Town","Wall Wrap","NL",12,20,1,"1",240,"Yes Enterprise",BRV104,"Lanka Nr Station (Town)",Y
NEWRP038,"Assam","Nagaon","Lumding","Lumding Netaji Road","Railway Track","Wall Wrap","NL",35,10,1,"1",350,"Yes Enterprise",BRV104,"Lumding Netaji Road (Railway Track)",Y
NEWRP039,"Assam","Nagaon","Nagaon","Nagaon Dhing Road","Nagaon","Wall Wrap","NL",25,10,1,"1",250,"Yes Enterprise",BRV104,"Nagaon Dhing Road (Nagaon)",Y
NEWRP040,"Assam","Nagaon","Nagaon","Nagaon Dhing Road","Dhing","Wall Wrap","NL",15,15,1,"1",225,"Yes Enterprise",BRV104,"Nagaon Dhing Road (Dhing)",Y
NEWRP041,"Assam","Nagaon","Dhing","Dhing Town","Railway Track","Wall Wrap","NL",30,15,1,"1",450,"Yes Enterprise",BRV104,"Dhing Town (Railway Track)",Y
NEWRP042,"Assam","Nagaon","Puronigudam","Kakharigaon","Puranigudam","Wall Wrap","NL",20,8,1,"1",160,"Yes Enterprise",BRV104,"Kakharigaon (Puranigudam)",Y
NEWRP043,"Assam","Nagaon","Puronigudam","Kakharigaon","Uriagaon","Wall Wrap","NL",15,8,1,"1",120,"Yes Enterprise",BRV104,"Kakharigaon (Uriagaon)",Y
NEWRP044,"Assam","Nagaon","Naltoli","Naltoli Town","Kaliabor","Wall Wrap","NL",25,10,1,"1",250,"Yes Enterprise",BRV104,"Naltoli Town (Kaliabor)",N
NEWRP045,"Assam","Morigaon","Kumoi","Kumoi, Chariali","Morigaon","Wall Wrap","NL",26,10,1,"1",260,"Yes Enterprise",BRV104,"Kumoi, Chariali (Morigaon)",Y
NEWRP046,"Assam","Darrang","Sipajhar","Badalguri Town","Mangaldai","Wall Wrap","NL",35,10,1,"1",350,"Yes Enterprise",BRV104,"Badalguri Town (Mangaldai)",Y
NEWRP047,"Assam","Darrang","Kharupetia","Kharupetia Town","Mangaldai","Wall Wrap","NL",20,8,1,"1",160,"Yes Enterprise",BRV104,"Kharupetia Town (Mangaldai)",Y
NEWRP048,"Assam","Darrang","Jhargaon","Main Highway Way  to Tezpur","Kharupetia","Wall Wrap","NL",27,8,1,"1",216,"Yes Enterprise",BRV104,"Main Highway Way  to Tezpur (Kharupetia)",Y
NEWRP049,"Assam","Darrang","Rowta","Routa Petrol Pump","Besimari","Wall Wrap","NL",25,8,1,"1",200,"Yes Enterprise",BRV104,"Routa Petrol Pump (Besimari)",Y
NEWRP050,"Assam","Guwahati Urban","Sonapur","Sonapur Kapalkata","Guwahati","Wall Wrap","NL",11,11,1,"1",121,"Yes Enterprise",BRV104,"Sonapur Kapalkata (Guwahati)",Y
NEWRP051,"Assam","Kamrup Rural","Baihata","Baihata Main Town","Guwahati","Wall Wrap","NL",17,8,1,"1",136,"Yes Enterprise",BRV104,"Baihata Main Town (Guwahati)",N
NEWRP052,"Assam","Kamrup Rural","Baihata","Baihata Main Town","Guwahati","Wall Wrap","NL",17,8,1,"1",136,"Yes Enterprise",BRV104,"Baihata Main Town (Guwahati)",N
NEWRP053,"Assam","Kamrup Rural","Baihata","Baihata Goreshwar Road","Baihata Chariali","Wall Wrap","NL",18,8,1,"1",144,"Yes Enterprise",BRV104,"Baihata Goreshwar Road (Baihata Chariali)",Y
NEWRP054,"Assam","Kamrup Rural","Baihata","Baihata Goreshwar Road","Goreswar","Wall Wrap","NL",7,8,1,"1",56,"Yes Enterprise",BRV104,"Baihata Goreshwar Road (Goreswar)",Y
NEWRP055,"Assam","Kamrup Rural","Rangia","Rangia Town","Town","Wall Wrap","NL",20,9,1,"1",180,"Yes Enterprise",BRV104,"Rangia Town (Town)",Y
NEWRP056,"Assam","Kamrup Rural","Rangia","Rangia Town","Town","Wall Wrap","NL",22,9,1,"1",198,"Yes Enterprise",BRV104,"Rangia Town (Town)",Y
NEWRP057,"Assam","Kamrup Rural","Hajo","Hajo Road Near Poamokka","Amingaon","Wall Wrap","NL",14,8,1,"1",112,"Yes Enterprise",BRV104,"Hajo Road Near Poamokka (Amingaon)",Y
NEWRP058,"Assam","Kamrup Rural","Changsari","Towards Aims","Police Point","Wall Wrap","NL",20,8,1,"1",160,"Yes Enterprise",BRV104,"Towards Aims (Police Point)",N
NEWRP059,"Assam","Kamrup Rural","Baihata","Nr. Madanpur Toll Gate","Changsari","Wall Wrap","NL",20,9,1,"1",180,"Yes Enterprise",BRV104,"Nr. Madanpur Toll Gate (Changsari)",Y
NEWRP060,"Assam","Kamrup Rural","Baihata","Nr. Madanpur Toll Gate","Changsari","Wall Wrap","NL",20,9,1,"1",180,"Yes Enterprise",BRV104,"Nr. Madanpur Toll Gate (Changsari)",Y
NEWRP061,"Assam","Kamrup Rural","Hajo","Hajo Police Point","Police Point","Wall Wrap","NL",29,7,1,"1",203,"Yes Enterprise",BRV104,"Hajo Police Point (Police Point)",Y
NEWRP062,"Assam","Lower Assam-1","Bongaigaon","Bongaigaon Chirang Road Nr Flyover","Bongaingaon Town","Wall Wrap","NL",25,8.5,1,"1",212.5,"Yes Enterprise",BRV104,"Bongaigaon Chirang Road Nr Flyover (Bongaingaon Town)",Y
NEWRP063,"Assam","Lower Assam-1","Bongaigaon","Bongaigaon Chirang Road Nr Flyover","Highway","Wall Wrap","NL",23,8.5,1,"1",195.5,"Yes Enterprise",BRV104,"Bongaigaon Chirang Road Nr Flyover (Highway)",Y
NEWRP064,"Assam","Lower Assam-1","Kokrajhar","Balajan Tiniali Kokrajhar","Highway","Wall Wrap","NL",15,8,1,"1",120,"Yes Enterprise",BRV104,"Balajan Tiniali Kokrajhar (Highway)",Y
NEWRP065,"Assam","Lower Assam-1","Kokrajhar","Balajan Tiniali Kokrajhar","Highway","Wall Wrap","NL",15,8,1,"1",120,"Yes Enterprise",BRV104,"Balajan Tiniali Kokrajhar (Highway)",Y
NEWRP066,"Assam","Lower Assam-1","Kokrajhar","Balajan Tiniali Kokrajhar","Highway","Wall Wrap","NL",15,8,1,"1",120,"Yes Enterprise",BRV104,"Balajan Tiniali Kokrajhar (Highway)",Y
NEWRP067,"Assam","Lower Assam-1","Bongaigaon","Bongaigaon To Dhubri Main Highway","Bongaingaon","Wall Wrap","NL",20,16,1,"1",320,"Yes Enterprise",BRV104,"Bongaigaon To Dhubri Main Highway (Bongaingaon)",Y
NEWRP068,"Assam","Lower Assam-1","Dhubri","Bilashipara Town Entry From Kokrajhar","Kokrajhar","Wall Wrap","NL",14,8.5,1,"1",119,"Yes Enterprise",BRV104,"Bilashipara Town Entry From Kokrajhar (Kokrajhar)",Y
NEWRP069,"Assam","Lower Assam-1","Dhubri","Bilashipara To Dhubri Pasurkhal","Bilasipara","Wall Wrap","NL",15,9.5,1,"1",142.5,"Yes Enterprise",BRV104,"Bilashipara To Dhubri Pasurkhal (Bilasipara)",Y
NEWRP070,"Assam","Lower Assam-1","Dhubri","Bilashipara To Bongaigaon Road","Dhubri","Wall Wrap","NL",29,9.5,1,"1",275.5,"Yes Enterprise",BRV104,"Bilashipara To Bongaigaon Road (Dhubri)",Y
NEWRP071,"Assam","Lower Assam-1","Bongaigaon","Abhyapuri Tiniali Turning","Solmara","Wall Wrap","NL",50,10,1,"1",500,"Yes Enterprise",BRV104,"Abhyapuri Tiniali Turning (Solmara)",Y
NEWRP072,"Assam","Lower Assam-1","Goalpara","Agia Town Entry From Goalpara","Goalpara","Wall Wrap","NL",16,9,1,"1",144,"Yes Enterprise",BRV104,"Agia Town Entry From Goalpara (Goalpara)",Y
NEWRP073,"Assam","Lower Assam-1","Goalpara","Goalpara Road","Abhayapuri","Wall Wrap","NL",35,8,1,"1",280,"Yes Enterprise",BRV104,"Goalpara Road (Abhayapuri)",Y
NEWRP074,"Assam","Lower Assam-1","Bongaigaon","Bangalmara","Bilasipara","Wall Wrap","NL",24,8,1,"1",192,"Yes Enterprise",BRV104,"Bangalmara (Bilasipara)",Y
NEWRP075,"Assam","Lower Assam-1","Bongaigaon","Bangalmara","Dhubri","Wall Wrap","NL",26,7,1,"1",182,"Yes Enterprise",BRV104,"Bangalmara (Dhubri)",Y
NEWRP076,"Assam","Lower Assam-2","Nalbari","Hajo Road Nalbari Damdama","Daulashal","Wall Wrap","NL",27,9,1,"1",243,"Yes Enterprise",BRV104,"Hajo Road Nalbari Damdama (Daulashal)",N
NEWRP077,"Assam","Lower Assam-2","Barpeta","Batgaon Hajo Road","Mukalmua","Wall Wrap","NL",11,9,1,"1",99,"Yes Enterprise",BRV104,"Batgaon Hajo Road (Mukalmua)",Y
NEWRP078,"Assam","Lower Assam-2","Barpeta","Batgaon Opp ME School","Barpeta Nagaon","Wall Wrap","NL",13,8,1,"1",104,"Yes Enterprise",BRV104,"Batgaon Opp ME School (Barpeta Nagaon)",Y
NEWRP079,"Assam","Lower Assam-2","Barpeta","Howly Barpeta Road","Howly","Wall Wrap","NL",30,10,1,"1",300,"Yes Enterprise",BRV104,"Howly Barpeta Road (Howly)",Y
NEWRP080,"Assam","Lower Assam-2","Barpeta","Nagaon Nr Masjid","Barpeta","Wall Wrap","NL",23,9,1,"1",207,"Yes Enterprise",BRV104,"Nagaon Nr Masjid (Barpeta)",N
NEWRP081,"Assam","Lower Assam-2","Nalbari","Nalbari Main Town","Main Town","Wall Wrap","NL",30,8,1,"1",240,"Yes Enterprise",BRV104,"Nalbari Main Town  (Main Town)",Y
NEWRP082,"Assam","Lower Assam-2","Nalbari","Damdama","Mukalmua","Wall Wrap","NL",30,8,1,"1",240,"Yes Enterprise",BRV104,"Damdama (Mukalmua)",Y
NEWRP083,"Assam","Lower Assam-2","Mukalmua","Dolashal Nr Essar Petrol Pump","Chenga","Wall Wrap","NL",14,8,1,"1",112,"Yes Enterprise",BRV104,"Dolashal Nr Essar Petrol Pump (Chenga)",Y
NEWRP084,"Meghalaya","Shillong","Nongpoh","Byrnihat","Guwahati","Wall Wrap","NL",15,20,1,"1",300,"Yes Enterprise",BRV104,"Byrnihat (Guwahati)",N
NEWRP085,"Meghalaya","Shillong","Nongpoh","Byrnihaat Toll gate","Guwahati","Wall Wrap","NL",14,6,1,"1",84,"Yes Enterprise",BRV104,"Byrnihaat Toll gate (Guwahati)",Y
NEWRP086,"Meghalaya","Shillong","Nongpoh","Byrnihaat Toll gate","Guwahati","Wall Wrap","NL",20,8,1,"1",160,"Yes Enterprise",BRV104,"Byrnihaat Toll gate (Guwahati)",Y
NEWRP087,"Assam","Hailakandi","Lala Road","Lala Road","Silchar Mizoram Highway","Wall Wrap","NL",18,6,1,"1",108,"Yes Enterprise",BRV104,"Lala Road (Silchar Mizoram Highway )",Y
NEWRP088,"Assam","Cachar","Pangram","Pangram","Airport","Wall Wrap","NL",18,21,1,"1",378,"Yes Enterprise",BRV104,"Pangram (Airport)",Y
NEWRP089,"Assam","Cachar","Udarbond","Udarbond","Airport","Wall Wrap","NL",13,8,1,"1",104,"Yes Enterprise",BRV104,"Udarbond (Airport)",Y
NEWRP090,"Assam","Cachar","Baskandi, Sentoma car servicing","Baskandi, Sentoma car servicing","Silchar Town","Wall Wrap","NL",20,20,1,"1",400,"Yes Enterprise",BRV104,"Baskandi, Sentoma car servicing (Silchar Town)",Y
NEWRP091,"Assam","Cachar","Kabuganj","Kabuganj","Aizawl Road","Wall Wrap","NL",19,20,1,"1",380,"Yes Enterprise",BRV104,"Kabuganj  (Aizawl Road)",Y
NEWRP092,"Assam","Cachar","Panibora","Panibora","Aizawl Road","Wall Wrap","NL",19,9,1,"1",171,"Yes Enterprise",BRV104,"Panibora (Aizawl Road)",Y
NEWRP093,"Assam","Cachar","Ramnagar","Ramnagar","Silchar Town","Wall Wrap","NL",17,9,1,"1",153,"Yes Enterprise",BRV104,"Ramnagar (Silchar Town)",Y
NEWRP094,"Assam","Karimganj","Badurpur","Badurpur","Silchar Agartala Highway","Wall Wrap","NL",20,8,1,"1",160,"Yes Enterprise",BRV104,"Badurpur (Silchar Agartala Highway)",N
NEWRP095,"Assam","Karimganj","Bangha","Bangha","Silchar Agartala Highway","Wall Wrap","NL",10,20,1,"1",200,"Yes Enterprise",BRV104,"Bangha (Silchar Agartala Highway)",Y
NEWRP096,"Assam","Karimganj","Kanishail","Kanishail","Silchar Agartala Highway","Wall Wrap","NL",20,9,1,"1",180,"Yes Enterprise",BRV104,"Kanishail (Silchar Agartala Highway)",Y
NEWRP097,"Assam","Karimganj","Asimganj","Asimganj","Silchar Agartala Highway","Wall Wrap","NL",30,30,1,"1",900,"Yes Enterprise",BRV104,"Asimganj (Silchar Agartala Highway)",Y
NEWRP098,"Assam","Karimganj","Paterkandi","Paterkandi","Silchar Agartala Highway","Wall Wrap","NL",10,20,1,"1",200,"Yes Enterprise",BRV104,"Paterkandi  (Silchar Agartala Highway)",Y
NEWRP099,"Assam","Karimganj","Paterkandi","Paterkandi","Silchar Agartala Highway","Wall Wrap","NL",15,10,1,"1",150,"Yes Enterprise",BRV104,"Paterkandi  (Silchar Agartala Highway)",Y
NEWRP100,"Assam","Karimganj","Neelambazar","Neelambazar","Silchar Agartala Highway","Wall Wrap","NL",40,8,1,"1",320,"Yes Enterprise",BRV104,"Neelambazar (Silchar Agartala Highway)",Y
NEWRP101,"Manipur","Manipur","Kakching","Kakching Bazar","Imphal","Wall Wrap","NL",20,15,1,"1",300,"Saikhom Enterprise",BRV108,"Kakching Bazar  (Imphal)",Y
NEWRP102,"Manipur","Manipur","Kwakta","Kwakta Bazar","Moirang","Wall Wrap","NL",30,10,1,"1",300,"Saikhom Enterprise",BRV108,"Kwakta Bazar (Moirang)",Y
NEWRP103,"Manipur","Manipur","Mantripukhri","Khabam Lamkhai","Dimapur Side","Wall Wrap","NL",30,20,1,"1",600,"Saikhom Enterprise",BRV108,"Khabam Lamkhai (Dimapur Side)",Y
NEWRP104,"Manipur","Manipur","Mayang Imphal","Wangoi Bazar","Imphal","Wall Wrap","NL",30,20,1,"1",600,"Saikhom Enterprise",BRV108,"Wangoi Bazar (Imphal)",Y
NEWRP105,"Manipur","Manipur","Imphal","Sangolband","Bazar","Wall Wrap","NL",20,25,1,"1",500,"Saikhom Enterprise",BRV108,"Sangolband (Bazar)",Y
NEWRP106,"Manipur","Manipur","Lilong","Lilong Bazar","Imphal","Wall Wrap","NL",20,10,1,"1",200,"Saikhom Enterprise",BRV108,"Lilong Bazar (Imphal)",Y
NEWRP107,"Manipur","Manipur","Imphal","Singjamei","Imphal","Wall Wrap","NL",30,10,1,"1",300,"Saikhom Enterprise",BRV108,"Singjamei (Imphal)",Y
NEWRP108,"Manipur","Manipur","Imphal","Thoubal","Imphal","Wall Wrap","NL",20,10,1,"1",200,"Saikhom Enterprise",BRV108,"Thoubal (Imphal)",Y
NEWRP109,"Tripura","Udaipur","Amarpur","Amarpur","Bus Stand","Wall Wrap","NL",13,15,1,"1",195,"DAS TRADING",BRV112,"Amarpur (Bus Stand)",Y
NEWRP110,"Tripura","Agartala","Agartala","Khayerpur","Ranir Bazar","Wall Wrap","NL",18,18,1,"1",324,"Narayan Datta",BRV107,"Khayerpur (Ranir Bazar)",Y
NEWRP111,"Tripura","Dharmanagar","Ambassa","GandacherratoAmbassa","Gandacherra","WallWrap","NL",24,10,1,"1",240,"Silverliners",BRV096,"GandacherratoAmbassa(Gandacherra)",N
NEWRP112,"Tripura","Dharmanagar","Ambassa","AmabassatoGandacherra","Ambassa","WallWrap","NL",21,5,1,"1",105,"Silverliners",BRV096,"AmabassatoGandacherra(Ambassa)",N
NEWRP113,"Tripura","Agartala","Agartala","Hapania","Agartala Town","Wall Wrap","NL",31,10,1,"1",310,"Narayan Datta",BRV107,"Hapania (Agartala Town)",Y
NEWRP114,"Tripura","Agartala","Khowai","Ganki","Chebri","Wall Wrap","NL",30,15,1,"1",450,"Narayan Datta",BRV107,"Ganki (Chebri)",Y
NEWRP115,"Tripura","Agartala","Banikya Chow","Banikya Chowmuhani","Khayerpur Road","Wall Wrap","NL",14,12,1,"1",168,"Narayan Datta",BRV107,"Banikya Chowmuhani (Khayerpur Road)",Y
NEWRP116,"Tripura","Udaipur","Garjee","Garjee Opp IOC","Udaipur","Wall Wrap","NL",20,10,1,"1",200,"Narayan Datta",BRV107,"Garjee Opp IOC (Udaipur)",Y
NEWRP117,"Tripura","Udaipur","BCManu","BCManu","Udaipur","WallWrap","NL",30,10,1,"1",300,"NarayanDatta",BRV107,"BCManu(Udaipur)",N
NEWRP118,"Tripura","Udaipur","Bagma","Bagma Bazar","Udaipur","Wall Wrap","NL",12,12,1,"1",144,"Narayan Datta",BRV107,"Bagma Bazar (Udaipur)",Y
NEWRP119,"Tripura","Dharmanagar","Dharmanagar","Dighal bagh, Netaji Para","Kadamtala","Wall Wrap","NL",30,10,1,"1",300,"Narayan Datta",BRV107,"Dighal bagh, Netaji Para (Kadamtala)",Y
NEWRP120,"Tripura","Dharmanagar","Kailasahar","BaburBazar","KailasaharTown","WallWrap","NL",22,10,1,"1",220,"NarayanDatta",BRV107,"BaburBazar(KailasaharTown)",N
NEWRP121,"Tripura","Dharmanagar","Kumarghat","Pabiacherra","Pechartal","Wall Wrap","NL",22,12,1,"1",264,"Narayan Datta",BRV107,"Pabiacherra (Pechartal)",N
NEOOH145,"Meghalaya","Shillong","Shillong","Barik Point","City","Traffic Booth","NL",8,5,1,"4",160,"Redolenz Advertising",BRV043,"Barik Point (City)",Y
NEWRP122,"Tripura","Agartala","Agartala","Shidai Mohanpur","Shidai Mohanpur Bypass","Wall Wrap","NL",32,10,1,"1",320,"Narayan Datta",BRV107,"Shidai Mohanpur (Shidai Mohanpur Bypass)",Y
NEWRP123,"Tripura","Dharmanagar","Pecharthal","Pecharthal","Kumarghat Road","Wall Wrap","NL",22,12,1,"1",264,"Narayan Datta",BRV107,"Pecharthal (Kumarghat Road)",Y
NEOOH143,"Tripura","Dharmanagar","Dharmanagar","Rajbari","Dharmanagar Town","Hoarding","NL",25,20,1,"1",500,"Aask Media",BRV001,"Rajbari (Dharmanagar Town)",Y
NEOOH144,"Assam","Nagoan","Diphu","Diphu Market","Town","Unipole","NL",20,10,1,"2",400,"HAVI ENTERPRISE",BRV109,"Diphu Market(Town)",Y
NEOOH146,"Assam","Lower Assam  2","Tihu","Tihu bazaar","Highway","Hoarding","NL",30,25,1,"1",750,"R D Advertising",BRV017,"Tihu bazaar (Highway)",Y
NEWRP124,"Assam","Jorhat","Jorhat","Panichuka","Dergaon","Wall Wrap","NL",14,12,1,"0",168,"KAZIRANGA DIGITAL PRINTERS",BRV078,"Panichuka (Dergaon)",Y
NEWRP125,"Assam","Jorhat","Jorhat","Lahdoigarh","Jorhat","Wall Wrap","NL",35,10,1,"1",350,"KAZIRANGA DIGITAL PRINTERS",BRV078,"Lahdoigarh (Jorhat)",N
NEWRP126,"Assam","Jorhat","Majuli","Madhupur","Garmur","Wall Wrap","NL",10,10,1,"0",100,"KAZIRANGA DIGITAL PRINTERS",BRV078,"Madhupur (Garmur)",Y
NEWRP127,"Assam","Jorhat","Majuli","Sonarati Charali","New Kamalabari","Wall Wrap","NL",30,10,1,"1",300,"KAZIRANGA DIGITAL PRINTERS",BRV078,"Sonarati Charali (New Kamalabari)",N
NEWRP128,"Assam","Sivasgar","Sivasagar","Jhanji","Demow","Wall wrap","NL",74,9,1,"1",666,"Yes Enterprise",BRV104,"Jhanji (Demow)",Y
NEWRP129,"Assam","Sivasgar","Sivasagar","Jhanji","Jorhat","Wall wrap","NL",15,9,1,"1",135,"Yes Enterprise",BRV104,"Jhanji (Jorhat)",Y
NEWRP130,"Assam","Sivasgar","Sivasagar","Sepon","Moran","Wall wrap","NL",34,7,1,"1",238,"Yes Enterprise",BRV104,"Sepon (Moran)",Y
NEWRP131,"Tripura","Dharmanagar","Panisagar","Agnipasha","Dharmanagar","Wall Wrap","NL",30,9,1,"1",270,"Narayan Datta",BRV107,"Agnipasha (Dharmanagar)",Y
NEWRP132,"Tripura","Dharmanagar","Tilthai","Tilthai","Dharmanagar","Wall Wrap","NL",20,9,1,"1",180,"Narayan Datta",BRV107,"Tilthai (Dharmanagar)",Y
NEWRP133,"Tripura","Dharmanagar","Dharmanagar","Office Tilla","Padmapur","Wall wrap","NL",10,18,1,"1",180,"Narayan Datta",BRV107,"Office Tilla (Padmapur)",Y
