COMPANY NAME,Product Name in SFA,Branch Code,Branch Name,Active,PRODUCT TYPE
,STAR CEMENT PPC(ADSTAR),A115,DIBRUGARH,no,
,STAR CEMENT ANTIRUST,A115,DIBRUGARH,no,OPTIONAL STAR
,STAR CEMENT PPC,A115,DIBRUGARH,yes,MANDATORY STAR
,STAR CEMENT OPC 43,A115,DIBRUGARH,yes,OPTIONAL STAR
,STAR CEMENT PSC(ADSTAR),A115,DIBRUGARH,no,
,TOPCEM SDC,A115,DIBRUGARH,yes,OTHER COMPETITOR
,BLACK TIGER,A115,DIBRUGARH,yes,OTHER COMPETITOR
,DOUBLE BULL PPC,A115,DIBRUGARH,yes,OTHER COMPETITOR
,DOUBLE BULL MASTER,A115,DIBRUGARH,yes,OTHER COMPETITOR
,STAR WEATHER SHIELD (TRADE),A115,DIBRUGARH,yes,OTHER COMPETITOR
,ULTRATECH,A115,DIBRUGARH,yes,BENCHMARK COMPETITOR
,ULTRATECH SUPER,A115,DIBRUGARH,yes,OTHER COMPETITOR
,ULTRATECH PREMIUM,A115,DIBRUGARH,yes,OTHER COMPETITOR
,STAR DHALAI MASTER TRADE,A115,DIBRUGARH,yes,OPTIONAL STAR
,DALMIA DSP,A116,DARANG,yes,OTHER COMPETITOR
,DALMIA,A116,DARANG,yes,BENCHMARK COMPETITOR
,STAR WEATHER SHIELD (TRADE),A116,DARANG,yes,OTHER COMPETITOR
,ULTRATECH,A116,DARANG,yes,BENCHMARK COMPETITOR
,ULTRATECH SUPER,A116,DARANG,yes,OTHER COMPETITOR
,ULTRATECH PREMIUM,A116,DARANG,yes,OTHER COMPETITOR
,TOPCEM SDC,A116,DARANG,yes,OTHER COMPETITOR
,TOPCEM,A116,DARANG,yes,OTHER COMPETITOR
,ACC HPC,A116,DARANG,yes,OTHER COMPETITOR
,ACC SURAKSHA,A116,DARANG,yes,OTHER COMPETITOR
,AMRIT,A116,DARANG,yes,OTHER COMPETITOR
,BLACK TIGER,A116,DARANG,yes,OTHER COMPETITOR
,MAX,A116,DARANG,yes,OTHER COMPETITOR
,NUVOCO DURAGUARD,A116,DARANG,yes,OTHER COMPETITOR
,SURYA GOLD,A116,DARANG,yes,OTHER COMPETITOR
,STAR DHALAI MASTER TRADE,A116,DARANG,yes,OPTIONAL STAR
,AMBUJA,A116,DARANG,yes,OTHER COMPETITOR
,STAR CEMENT PPC(ADSTAR),A116,DARANG,no,
,STAR CEMENT ANTIRUST,A116,DARANG,no,OPTIONAL STAR
,STAR CEMENT PPC,A116,DARANG,yes,MANDATORY STAR
,STAR CEMENT OPC 43,A116,DARANG,no,
,STAR CEMENT PSC(ADSTAR),A116,DARANG,no,
,STAR,A117,MORIGAON,no,
,DALMIA,A117,MORIGAON,yes,BENCHMARK COMPETITOR
,TOPCEM,A117,MORIGAON,yes,OTHER COMPETITOR
,AMBUJA,A117,MORIGAON,yes,OTHER COMPETITOR
,LAFARGE,A117,MORIGAON,no,
,BIRLA GOLD,A117,MORIGAON,no,
,AMRIT,A117,MORIGAON,yes,OTHER COMPETITOR
,MAX,A117,MORIGAON,yes,OTHER COMPETITOR
,GOLD STONE,A117,MORIGAON,no,
,BEST,A117,MORIGAON,yes,OTHER COMPETITOR
,DALMIA DSP,A117,MORIGAON,yes,OTHER COMPETITOR
,BLACK TIGER,A117,MORIGAON,yes,OTHER COMPETITOR
,NUVOCO DURAGUARD,A117,MORIGAON,yes,OTHER COMPETITOR
,STAR CEMENT PPC(ADSTAR),A117,MORIGAON,no,
,STAR CEMENT ANTIRUST,A117,MORIGAON,no,OPTIONAL STAR
,STAR CEMENT PPC,A117,MORIGAON,yes,MANDATORY STAR
,STAR CEMENT OPC 43,A117,MORIGAON,no,
,STAR CEMENT PSC(ADSTAR),A117,MORIGAON,no,
,TOPCEM SDC,A117,MORIGAON,yes,OTHER COMPETITOR
,ULTRATECH,A117,MORIGAON,yes,BENCHMARK COMPETITOR
,STAR WEATHER SHIELD (TRADE),A117,MORIGAON,yes,OTHER COMPETITOR
,ULTRATECH SUPER,A117,MORIGAON,yes,OTHER COMPETITOR
,ULTRATECH PREMIUM,A117,MORIGAON,yes,OTHER COMPETITOR
,STAR DHALAI MASTER TRADE,A117,MORIGAON,yes,OPTIONAL STAR
,BLACK TIGER,A118,TINSUKIA,yes,OTHER COMPETITOR
,ACC,A118,TINSUKIA,no,
,ULTRATECH,A118,TINSUKIA,yes,BENCHMARK COMPETITOR
,TAJ,A118,TINSUKIA,yes,OTHER COMPETITOR
,VALLEY STRONG,A118,TINSUKIA,yes,OTHER COMPETITOR
,BEST,A118,TINSUKIA,yes,OTHER COMPETITOR
,CROWN,A118,TINSUKIA,yes,OTHER COMPETITOR
,DOUBLE BULL PPC,A118,TINSUKIA,yes,OTHER COMPETITOR
,DOUBLE BULL MASTER,A118,TINSUKIA,yes,OTHER COMPETITOR
,STAR WEATHER SHIELD (TRADE),A118,TINSUKIA,yes,OTHER COMPETITOR
,ULTRATECH SUPER,A118,TINSUKIA,yes,OTHER COMPETITOR
,ULTRATECH PREMIUM,A118,TINSUKIA,yes,OTHER COMPETITOR
,STAR DHALAI MASTER TRADE,A118,TINSUKIA,yes,OPTIONAL STAR
,AMBUJA,A118,TINSUKIA,yes,OTHER COMPETITOR
,AMRIT,A118,TINSUKIA,yes,OTHER COMPETITOR
,ATIBAL,A118,TINSUKIA,yes,OTHER COMPETITOR
,DALMIA,A118,TINSUKIA,yes,BENCHMARK COMPETITOR
,DALMIA DSP,A118,TINSUKIA,yes,OTHER COMPETITOR
,DRAGON,A118,TINSUKIA,yes,OTHER COMPETITOR
,NUVOCO DURAGUARD,A118,TINSUKIA,yes,OTHER COMPETITOR
,MAX,A118,TINSUKIA,yes,OTHER COMPETITOR
,STAR CEMENT PPC(ADSTAR),A118,TINSUKIA,no,
,STAR CEMENT ANTIRUST,A118,TINSUKIA,no,OPTIONAL STAR
,STAR CEMENT PPC,A118,TINSUKIA,yes,MANDATORY STAR
,STAR CEMENT OPC 43,A118,TINSUKIA,no,
,STAR CEMENT PSC(ADSTAR),A118,TINSUKIA,no,
,SURAKSHA,A118,TINSUKIA,yes,OTHER COMPETITOR
,SURYA GOLD,A118,TINSUKIA,yes,OTHER COMPETITOR
,TOPCEM,A118,TINSUKIA,yes,OTHER COMPETITOR
,TOPCEM SDC,A118,TINSUKIA,yes,OTHER COMPETITOR
,TOPCEM SDC,A119,TURA HILLS,yes,OTHER COMPETITOR
,DALMIA,A119,TURA HILLS,yes,BENCHMARK COMPETITOR
,TOPCEM,A119,TURA HILLS,yes,OTHER COMPETITOR
,SURYA GOLD,A119,TURA HILLS,yes,OTHER COMPETITOR
,DALMIA DSP,A119,TURA HILLS,yes,OTHER COMPETITOR
,AMRIT,A119,TURA HILLS,yes,OTHER COMPETITOR
,STAR CEMENT PPC(ADSTAR),A119,TURA HILLS,no,
,MAX,A119,TURA HILLS,yes,OTHER COMPETITOR
,STAR CEMENT ANTIRUST,A119,TURA HILLS,no,OPTIONAL STAR
,DRAGON,A119,TURA HILLS,yes,OTHER COMPETITOR
,STAR CEMENT PPC,A119,TURA HILLS,yes,MANDATORY STAR
,VIRGO,A119,TURA HILLS,yes,OTHER COMPETITOR
,STAR CEMENT OPC 43,A119,TURA HILLS,no,
,STAR WEATHER SHIELD (TRADE),A119,TURA HILLS,yes,OTHER COMPETITOR
,ULTRATECH,A119,TURA HILLS,yes,BENCHMARK COMPETITOR
,ULTRATECH SUPER,A119,TURA HILLS,yes,OTHER COMPETITOR
,ULTRATECH PREMIUM,A119,TURA HILLS,yes,OTHER COMPETITOR
,STAR DHALAI MASTER TRADE,A119,TURA HILLS,yes,OPTIONAL STAR
,TOPCEM SDC,A120,TURA PLAIN,yes,OTHER COMPETITOR
,DALMIA,A120,TURA PLAIN,yes,BENCHMARK COMPETITOR
,TOPCEM,A120,TURA PLAIN,yes,OTHER COMPETITOR
,SURYA GOLD,A120,TURA PLAIN,yes,OTHER COMPETITOR
,DALMIA DSP,A120,TURA PLAIN,yes,OTHER COMPETITOR
,AMRIT,A120,TURA PLAIN,yes,OTHER COMPETITOR
,STAR CEMENT PPC(ADSTAR),A120,TURA PLAIN,no,
,MAX,A120,TURA PLAIN,yes,OTHER COMPETITOR
,STAR CEMENT ANTIRUST,A120,TURA PLAIN,no,OPTIONAL STAR
,DRAGON,A120,TURA PLAIN,yes,OTHER COMPETITOR
,STAR CEMENT PPC,A120,TURA PLAIN,yes,MANDATORY STAR
,VIRGO,A120,TURA PLAIN,yes,OTHER COMPETITOR
,STAR CEMENT OPC 43,A120,TURA PLAIN,no,
,STAR WEATHER SHIELD (TRADE),A120,TURA PLAIN,yes,OTHER COMPETITOR
,ULTRATECH,A120,TURA PLAIN,yes,BENCHMARK COMPETITOR
,ULTRATECH SUPER,A120,TURA PLAIN,yes,OTHER COMPETITOR
,ULTRATECH PREMIUM,A120,TURA PLAIN,yes,OTHER COMPETITOR
,STAR DHALAI MASTER TRADE,A120,TURA PLAIN,yes,OPTIONAL STAR
,STAR CEMENT PPC,A121,N C HILLS,yes,MANDATORY STAR
,TOPCEM,A121,N C HILLS,yes,OTHER COMPETITOR
,STAR CEMENT OPC 43,A121,N C HILLS,no,
,AMBUJA,A121,N C HILLS,yes,OTHER COMPETITOR
,ULTRATECH,A121,N C HILLS,yes,BENCHMARK COMPETITOR
,TOPCEM SDC,A121,N C HILLS,yes,OTHER COMPETITOR
,BIRLA GOLD,A121,N C HILLS,no,
,AMRIT,A121,N C HILLS,yes,OTHER COMPETITOR
,MAX,A121,N C HILLS,yes,OTHER COMPETITOR
,DALMIA DSP,A121,N C HILLS,yes,OTHER COMPETITOR
,BLACK TIGER,A121,N C HILLS,yes,OTHER COMPETITOR
,BEST,A121,N C HILLS,yes,OTHER COMPETITOR
,NUVOCO DURAGUARD,A121,N C HILLS,yes,OTHER COMPETITOR
,STAR CEMENT PPC(ADSTAR),A121,N C HILLS,no,
,STAR CEMENT ANTIRUST,A121,N C HILLS,no,OPTIONAL STAR
,DALMIA,A121,N C HILLS,yes,BENCHMARK COMPETITOR
,STAR WEATHER SHIELD (TRADE),A121,N C HILLS,yes,OTHER COMPETITOR
,ULTRATECH SUPER,A121,N C HILLS,yes,OTHER COMPETITOR
,ULTRATECH PREMIUM,A121,N C HILLS,yes,OTHER COMPETITOR
,STAR DHALAI MASTER TRADE,A121,N C HILLS,yes,OPTIONAL STAR
,BEST,A122,GUWAHATI RURAL,yes,OTHER COMPETITOR
,STAR CEMENT PPC,A122,GUWAHATI RURAL,yes,MANDATORY STAR
,TAJ,A122,GUWAHATI RURAL,yes,OTHER COMPETITOR
,BLACK TIGER,A122,GUWAHATI RURAL,yes,OTHER COMPETITOR
,STAR CEMENT OPC 43,A122,GUWAHATI RURAL,no,
,TOPCEM SDC,A122,GUWAHATI RURAL,yes,OTHER COMPETITOR
,DALMIA,A122,GUWAHATI RURAL,yes,BENCHMARK COMPETITOR
,TOPCEM,A122,GUWAHATI RURAL,yes,OTHER COMPETITOR
,ULTRATECH,A122,GUWAHATI RURAL,yes,BENCHMARK COMPETITOR
,AMBUJA,A122,GUWAHATI RURAL,yes,OTHER COMPETITOR
,DALMIA DSP,A122,GUWAHATI RURAL,yes,OTHER COMPETITOR
,SURYA GOLD,A122,GUWAHATI RURAL,yes,OTHER COMPETITOR
,NUVOCO DURAGUARD,A122,GUWAHATI RURAL,yes,OTHER COMPETITOR
,AMRIT,A122,GUWAHATI RURAL,yes,OTHER COMPETITOR
,STAR CEMENT PPC(ADSTAR),A122,GUWAHATI RURAL,no,
,MAX,A122,GUWAHATI RURAL,yes,OTHER COMPETITOR
,STAR CEMENT ANTIRUST,A122,GUWAHATI RURAL,no,OPTIONAL STAR
,ACC,A122,GUWAHATI RURAL,no,
,STAR WEATHER SHIELD (TRADE),A122,GUWAHATI RURAL,yes,OTHER COMPETITOR
,ULTRATECH SUPER,A122,GUWAHATI RURAL,yes,OTHER COMPETITOR
,ULTRATECH PREMIUM,A122,GUWAHATI RURAL,yes,OTHER COMPETITOR
,STAR DHALAI MASTER TRADE,A122,GUWAHATI RURAL,yes,OPTIONAL STAR
,BEST,A123,GUWAHATI URBAN,yes,OTHER COMPETITOR
,STAR CEMENT PPC,A123,GUWAHATI URBAN,yes,MANDATORY STAR
,TAJ,A123,GUWAHATI URBAN,yes,OTHER COMPETITOR
,BLACK TIGER,A123,GUWAHATI URBAN,yes,OTHER COMPETITOR
,STAR CEMENT OPC 43,A123,GUWAHATI URBAN,no,
,TOPCEM SDC,A123,GUWAHATI URBAN,yes,OTHER COMPETITOR
,DALMIA,A123,GUWAHATI URBAN,yes,BENCHMARK COMPETITOR
,TOPCEM,A123,GUWAHATI URBAN,yes,OTHER COMPETITOR
,ULTRATECH,A123,GUWAHATI URBAN,yes,BENCHMARK COMPETITOR
,AMBUJA,A123,GUWAHATI URBAN,yes,OTHER COMPETITOR
,DALMIA DSP,A123,GUWAHATI URBAN,yes,OTHER COMPETITOR
,SURYA GOLD,A123,GUWAHATI URBAN,yes,OTHER COMPETITOR
,NUVOCO DURAGUARD,A123,GUWAHATI URBAN,yes,OTHER COMPETITOR
,AMRIT,A123,GUWAHATI URBAN,yes,OTHER COMPETITOR
,STAR CEMENT PPC(ADSTAR),A123,GUWAHATI URBAN,no,
,MAX,A123,GUWAHATI URBAN,yes,OTHER COMPETITOR
,STAR CEMENT ANTIRUST,A123,GUWAHATI URBAN,no,OPTIONAL STAR
,ACC,A123,GUWAHATI URBAN,no,
,ACC HPC,A123,GUWAHATI URBAN,yes,OTHER COMPETITOR
,STAR WEATHER SHIELD (TRADE),A123,GUWAHATI URBAN,yes,OTHER COMPETITOR
,ULTRATECH SUPER,A123,GUWAHATI URBAN,yes,OTHER COMPETITOR
,ULTRATECH PREMIUM,A123,GUWAHATI URBAN,yes,OTHER COMPETITOR
,STAR DHALAI MASTER TRADE,A123,GUWAHATI URBAN,yes,OPTIONAL STAR
,STAR CEMENT PPC(ADSTAR),A124,LOWER ASSAM 1,no,
,ACC,A124,LOWER ASSAM 1,no,
,STAR CEMENT ANTIRUST,A124,LOWER ASSAM 1,no,OPTIONAL STAR
,DRAGON,A124,LOWER ASSAM 1,yes,OTHER COMPETITOR
,STAR CEMENT PPC,A124,LOWER ASSAM 1,yes,MANDATORY STAR
,STAR,A124,LOWER ASSAM 1,no,
,STAR CEMENT OPC 43,A124,LOWER ASSAM 1,no,
,ULTRATECH,A124,LOWER ASSAM 1,yes,BENCHMARK COMPETITOR
,DALMIA,A124,LOWER ASSAM 1,yes,BENCHMARK COMPETITOR
,STAR CEMENT PSC(ADSTAR),A124,LOWER ASSAM 1,no,
,TOPCEM,A124,LOWER ASSAM 1,yes,OTHER COMPETITOR
,TOPCEM SDC,A124,LOWER ASSAM 1,yes,OTHER COMPETITOR
,LAFARGE,A124,LOWER ASSAM 1,no,
,AMBUJA,A124,LOWER ASSAM 1,yes,OTHER COMPETITOR
,SURYA GOLD,A124,LOWER ASSAM 1,yes,OTHER COMPETITOR
,DALMIA DSP,A124,LOWER ASSAM 1,yes,OTHER COMPETITOR
,AMRIT,A124,LOWER ASSAM 1,yes,OTHER COMPETITOR
,BLACK TIGER,A124,LOWER ASSAM 1,yes,OTHER COMPETITOR
,NUVOCO DURAGUARD,A124,LOWER ASSAM 1,yes,OTHER COMPETITOR
,MAX,A124,LOWER ASSAM 1,yes,OTHER COMPETITOR
,STAR WEATHER SHIELD (TRADE),A124,LOWER ASSAM 1,yes,OTHER COMPETITOR
,ULTRATECH SUPER,A124,LOWER ASSAM 1,yes,OTHER COMPETITOR
,ULTRATECH PREMIUM,A124,LOWER ASSAM 1,yes,OTHER COMPETITOR
,STAR DHALAI MASTER TRADE,A124,LOWER ASSAM 1,yes,OPTIONAL STAR
,STAR CEMENT PPC(ADSTAR),A125,LOWER ASSAM 2,no,
,ACC,A125,LOWER ASSAM 2,no,
,STAR CEMENT ANTIRUST,A125,LOWER ASSAM 2,no,OPTIONAL STAR
,DRAGON,A125,LOWER ASSAM 2,yes,OTHER COMPETITOR
,STAR CEMENT PPC,A125,LOWER ASSAM 2,yes,MANDATORY STAR
,STAR,A125,LOWER ASSAM 2,no,
,STAR CEMENT OPC 43,A125,LOWER ASSAM 2,no,
,ULTRATECH,A125,LOWER ASSAM 2,yes,BENCHMARK COMPETITOR
,DALMIA,A125,LOWER ASSAM 2,yes,BENCHMARK COMPETITOR
,STAR CEMENT PSC(ADSTAR),A125,LOWER ASSAM 2,no,
,TOPCEM,A125,LOWER ASSAM 2,yes,OTHER COMPETITOR
,TOPCEM SDC,A125,LOWER ASSAM 2,yes,OTHER COMPETITOR
,LAFARGE,A125,LOWER ASSAM 2,no,
,AMBUJA,A125,LOWER ASSAM 2,yes,OTHER COMPETITOR
,SURYA GOLD,A125,LOWER ASSAM 2,yes,OTHER COMPETITOR
,DALMIA DSP,A125,LOWER ASSAM 2,yes,OTHER COMPETITOR
,AMRIT,A125,LOWER ASSAM 2,yes,OTHER COMPETITOR
,BLACK TIGER,A125,LOWER ASSAM 2,yes,OTHER COMPETITOR
,NUVOCO DURAGUARD,A125,LOWER ASSAM 2,yes,OTHER COMPETITOR
,MAX,A125,LOWER ASSAM 2,yes,OTHER COMPETITOR
,STAR WEATHER SHIELD (TRADE),A125,LOWER ASSAM 2,yes,OTHER COMPETITOR
,ULTRATECH SUPER,A125,LOWER ASSAM 2,yes,OTHER COMPETITOR
,ULTRATECH PREMIUM,A125,LOWER ASSAM 2,yes,OTHER COMPETITOR
,STAR DHALAI MASTER TRADE,A125,LOWER ASSAM 2,yes,OPTIONAL STAR
,ULTRATECH PPC,B001,AGARTALA,no,
,ULTRATECH SUPER,B001,AGARTALA,yes,OTHER COMPETITOR
,DALMIA PPC,B001,AGARTALA,no,
,BLACK TIGER PPC,B001,AGARTALA,yes,OTHER COMPETITOR
,PREMIER,B001,AGARTALA,yes,OTHER COMPETITOR
,MAX POWER PLUS,B001,AGARTALA,yes,OTHER COMPETITOR
,VALLEY STRONG,B001,AGARTALA,yes,OTHER COMPETITOR
,ANWAR,B001,AGARTALA,yes,OTHER COMPETITOR
,INSEE,B001,AGARTALA,yes,OTHER COMPETITOR
,BASUNDHARA,B001,AGARTALA,yes,OTHER COMPETITOR
,UNIQUE,B001,AGARTALA,yes,OTHER COMPETITOR
,SHAKTIMAN,B001,AGARTALA,yes,OTHER COMPETITOR
,TAJ,B001,AGARTALA,yes,OTHER COMPETITOR
,FRESH CEMENT,B001,AGARTALA,yes,OTHER COMPETITOR
,STAR WEATHER SHIELD (TRADE),B001,AGARTALA,yes,OTHER COMPETITOR
,STAR DHALAI MASTER TRADE,B001,AGARTALA,yes,OPTIONAL STAR
,STAR,B001,AGARTALA,no,
,DALMIA,B001,AGARTALA,yes,BENCHMARK COMPETITOR
,TOPCEM,B001,AGARTALA,yes,OTHER COMPETITOR
,AMRIT,B001,AGARTALA,yes,OTHER COMPETITOR
,MAX,B001,AGARTALA,yes,OTHER COMPETITOR
,CROWN,B001,AGARTALA,yes,OTHER COMPETITOR
,ULTRATECH,B001,AGARTALA,yes,BENCHMARK COMPETITOR
,HOLCEM,B001,AGARTALA,yes,OTHER COMPETITOR
,7RING,B001,AGARTALA,yes,OTHER COMPETITOR
,PREMIUM,B001,AGARTALA,no,
,TIGER,B001,AGARTALA,no,
,DALMIA DSP,B001,AGARTALA,yes,OTHER COMPETITOR
,STAR CEMENT PPC(ADSTAR),B001,AGARTALA,no,
,STAR CEMENT ANTIRUST,B001,AGARTALA,no,OPTIONAL STAR
,STAR CEMENT PPC,B001,AGARTALA,yes,MANDATORY STAR
,STAR CEMENT OPC 43,B001,AGARTALA,yes,OPTIONAL STAR
,STAR CEMENT PSC(ADSTAR),B001,AGARTALA,no,
,TOPCEM SDC,B001,AGARTALA,yes,OTHER COMPETITOR
,ULTRATECH PREMIUM,B001,AGARTALA,yes,OTHER COMPETITOR
,STAR,B002,DHARMANAGAR,no,
,DALMIA,B002,DHARMANAGAR,yes,BENCHMARK COMPETITOR
,TOPCEM,B002,DHARMANAGAR,yes,OTHER COMPETITOR
,AMRIT,B002,DHARMANAGAR,yes,OTHER COMPETITOR
,MAX,B002,DHARMANAGAR,yes,OTHER COMPETITOR
,PREMIUM,B002,DHARMANAGAR,no,
,TAJ,B002,DHARMANAGAR,yes,OTHER COMPETITOR
,CROWN,B002,DHARMANAGAR,yes,OTHER COMPETITOR
,ULTRATECH,B002,DHARMANAGAR,yes,BENCHMARK COMPETITOR
,DALMIA DSP,B002,DHARMANAGAR,yes,OTHER COMPETITOR
,STAR CEMENT PPC(ADSTAR),B002,DHARMANAGAR,no,
,STAR CEMENT ANTIRUST,B002,DHARMANAGAR,no,OPTIONAL STAR
,STAR CEMENT PPC,B002,DHARMANAGAR,yes,MANDATORY STAR
,STAR CEMENT OPC 43,B002,DHARMANAGAR,no,
,STAR CEMENT PSC(ADSTAR),B002,DHARMANAGAR,no,
,TOPCEM SDC,B002,DHARMANAGAR,yes,OTHER COMPETITOR
,ULTRATECH PREMIUM,B002,DHARMANAGAR,yes,OTHER COMPETITOR
,TIGER,B002,DHARMANAGAR,no,
,ULTRATECH PPC,B002,DHARMANAGAR,no,
,ULTRATECH SUPER,B002,DHARMANAGAR,yes,OTHER COMPETITOR
,DALMIA PPC,B002,DHARMANAGAR,no,
,BLACK TIGER PPC,B002,DHARMANAGAR,yes,OTHER COMPETITOR
,PREMIER,B002,DHARMANAGAR,yes,OTHER COMPETITOR
,MAX POWER PLUS,B002,DHARMANAGAR,yes,OTHER COMPETITOR
,VALLEY STRONG,B002,DHARMANAGAR,yes,OTHER COMPETITOR
,ANWAR,B002,DHARMANAGAR,yes,OTHER COMPETITOR
,INSEE,B002,DHARMANAGAR,yes,OTHER COMPETITOR
,BASUNDHARA,B002,DHARMANAGAR,yes,OTHER COMPETITOR
,UNIQUE,B002,DHARMANAGAR,yes,OTHER COMPETITOR
,SHAKTIMAN,B002,DHARMANAGAR,yes,OTHER COMPETITOR
,FRESH CEMENT,B002,DHARMANAGAR,yes,OTHER COMPETITOR
,STAR WEATHER SHIELD (TRADE),B002,DHARMANAGAR,yes,OTHER COMPETITOR
,STAR DHALAI MASTER TRADE,B002,DHARMANAGAR,yes,OPTIONAL STAR
,ULTRATECH,B003,MIZORAM,yes,BENCHMARK COMPETITOR
,BLACK TIGER,B003,MIZORAM,yes,OTHER COMPETITOR
,AMBUJA,B003,MIZORAM,yes,OTHER COMPETITOR
,NUVOCO DURAGUARD,B003,MIZORAM,yes,OTHER COMPETITOR
,STAR WEATHER SHIELD (TRADE),B003,MIZORAM,yes,OTHER COMPETITOR
,ULTRATECH SUPER,B003,MIZORAM,yes,OTHER COMPETITOR
,ULTRATECH PREMIUM,B003,MIZORAM,yes,OTHER COMPETITOR
,STAR DHALAI MASTER TRADE,B003,MIZORAM,yes,OPTIONAL STAR
,STAR,B003,MIZORAM,no,
,DALMIA,B003,MIZORAM,yes,BENCHMARK COMPETITOR
,TOPCEM,B003,MIZORAM,yes,OTHER COMPETITOR
,AMRIT,B003,MIZORAM,yes,OTHER COMPETITOR
,MAX,B003,MIZORAM,yes,OTHER COMPETITOR
,VALLEY STRONG,B003,MIZORAM,yes,OTHER COMPETITOR
,TAJ,B003,MIZORAM,yes,OTHER COMPETITOR
,BEST,B003,MIZORAM,yes,OTHER COMPETITOR
,CROWN,B003,MIZORAM,yes,OTHER COMPETITOR
,DALMIA DSP,B003,MIZORAM,yes,OTHER COMPETITOR
,STAR CEMENT PPC(ADSTAR),B003,MIZORAM,no,
,STAR CEMENT ANTIRUST,B003,MIZORAM,no,OPTIONAL STAR
,STAR CEMENT PPC,B003,MIZORAM,yes,MANDATORY STAR
,STAR CEMENT OPC 43,B003,MIZORAM,no,
,STAR CEMENT PSC(ADSTAR),B003,MIZORAM,no,
,TOPCEM SDC,B003,MIZORAM,yes,OTHER COMPETITOR
,STAR,B004,SILCHAR,no,
,DALMIA,B004,SILCHAR,yes,
,TOPCEM,B004,SILCHAR,yes,
,AMRIT,B004,SILCHAR,yes,
,MAX,B004,SILCHAR,yes,
,VALLEY STRONG,B004,SILCHAR,yes,
,TAJ,B004,SILCHAR,yes,
,BEST,B004,SILCHAR,yes,
,ULTRATECH,B004,SILCHAR,yes,
,CROWN,B004,SILCHAR,yes,
,HOLCEM,B004,SILCHAR,yes,
,DALMIA DSP,B004,SILCHAR,yes,
,STAR CEMENT PPC(ADSTAR),B004,SILCHAR,yes,
,STAR CEMENT ANTIRUST,B004,SILCHAR,yes,
,STAR CEMENT PPC,B004,SILCHAR,yes,
,STAR CEMENT OPC 43,B004,SILCHAR,yes,
,STAR CEMENT PSC(ADSTAR),B004,SILCHAR,no,
,TOPCEM SDC,B004,SILCHAR,yes,
,ULTRATECH PREMIUM,B004,SILCHAR,yes,
,BLACK TIGER,B004,SILCHAR,yes,
,AMBUJA,B004,SILCHAR,yes,
,NUVOCO DURAGUARD,B004,SILCHAR,yes,
,ULTRATECH,B005,SHILLONG,yes,BENCHMARK COMPETITOR
,BLACK TIGER,B005,SHILLONG,yes,OTHER COMPETITOR
,AMBUJA,B005,SHILLONG,yes,OTHER COMPETITOR
,NUVOCO DURAGUARD,B005,SHILLONG,yes,OTHER COMPETITOR
,STAR WEATHER SHIELD (TRADE),B005,SHILLONG,yes,OTHER COMPETITOR
,ULTRATECH SUPER,B005,SHILLONG,yes,OTHER COMPETITOR
,ULTRATECH PREMIUM,B005,SHILLONG,yes,OTHER COMPETITOR
,STAR DHALAI MASTER TRADE,B005,SHILLONG,yes,OPTIONAL STAR
,STAR,B005,SHILLONG,no,
,TOPCEM,B005,SHILLONG,yes,OTHER COMPETITOR
,DALMIA,B005,SHILLONG,yes,BENCHMARK COMPETITOR
,BEST,B005,SHILLONG,yes,OTHER COMPETITOR
,MAX,B005,SHILLONG,yes,OTHER COMPETITOR
,AMRIT,B005,SHILLONG,yes,OTHER COMPETITOR
,MCCL,B005,SHILLONG,yes,OTHER COMPETITOR
,TAJ,B005,SHILLONG,yes,OTHER COMPETITOR
,DALMIA DSP,B005,SHILLONG,yes,OTHER COMPETITOR
,STAR CEMENT PPC(ADSTAR),B005,SHILLONG,no,
,STAR CEMENT ANTIRUST,B005,SHILLONG,no,OPTIONAL STAR
,STAR CEMENT PPC,B005,SHILLONG,yes,MANDATORY STAR
,STAR CEMENT OPC 43,B005,SHILLONG,yes,OPTIONAL STAR
,STAR CEMENT PSC(ADSTAR),B005,SHILLONG,no,
,TOPCEM SDC,B005,SHILLONG,yes,OTHER COMPETITOR
,STAR,B006,JAINTIA HILLS,no,
,TOPCEM,B006,JAINTIA HILLS,yes,OTHER COMPETITOR
,DALMIA,B006,JAINTIA HILLS,yes,BENCHMARK COMPETITOR
,BEST,B006,JAINTIA HILLS,yes,OTHER COMPETITOR
,MAX,B006,JAINTIA HILLS,yes,OTHER COMPETITOR
,AMRIT,B006,JAINTIA HILLS,yes,OTHER COMPETITOR
,MCCL,B006,JAINTIA HILLS,yes,OTHER COMPETITOR
,TAJ,B006,JAINTIA HILLS,yes,OTHER COMPETITOR
,JAINTIA CEMENT,B006,JAINTIA HILLS,yes,OTHER COMPETITOR
,DALMIA DSP,B006,JAINTIA HILLS,yes,OTHER COMPETITOR
,STAR CEMENT PPC(ADSTAR),B006,JAINTIA HILLS,no,
,STAR CEMENT ANTIRUST,B006,JAINTIA HILLS,no,OPTIONAL STAR
,STAR CEMENT PPC,B006,JAINTIA HILLS,yes,MANDATORY STAR
,STAR CEMENT OPC 43,B006,JAINTIA HILLS,yes,OPTIONAL STAR
,STAR CEMENT PSC(ADSTAR),B006,JAINTIA HILLS,no,
,TOPCEM SDC,B006,JAINTIA HILLS,yes,OTHER COMPETITOR
